order_item_id,order_id,product_id,category,amount
I00007553,O0007253,P0022,其他行业,98
I00007554,O0007254,P0024,其他行业,138
I00007555,O0007255,P0021,其他行业,107
I00007556,O0007256,P0013,其他行业,139
I00007557,O0007257,P0022,其他行业,68
I00007558,O0007258,P0021,其他行业,101
I00007559,O0007259,P0018,其他行业,97
I00007560,O0007260,P0023,其他行业,101
I00007561,O0007261,P0018,其他行业,120
I00007562,O0007262,P0021,其他行业,102
I00007563,O0007263,P0023,其他行业,98
I00007564,O0007264,P0023,其他行业,77
I00007565,O0007265,P0024,其他行业,96
I00007566,O0007266,P0023,其他行业,135
I00007567,O0007267,P0022,其他行业,68
I00007568,O0007268,P0016,其他行业,72
I00007569,O0007269,P0023,其他行业,59
I00007570,O0007270,P0013,其他行业,135
I00007571,O0007271,P0019,其他行业,83
I00007572,O0007272,P0017,其他行业,111
I00007573,O0007273,P0016,其他行业,80
I00007574,O0007274,P0015,其他行业,131
I00007575,O0007275,P0024,其他行业,134
I00007576,O0007276,P0019,其他行业,102
I00007577,O0007277,P0021,其他行业,108
I00007578,O0007278,P0022,其他行业,82
I00007579,O0007279,P0023,其他行业,135
I00007580,O0007280,P0024,其他行业,132
I00007581,O0007281,P0023,其他行业,106
I00007582,O0007282,P0020,其他行业,134
I00007583,O0007283,P0022,其他行业,107
I00007584,O0007284,P0019,其他行业,74
I00007585,O0007285,P0024,其他行业,113
I00007586,O0007286,P0023,其他行业,86
I00007587,O0007287,P0024,其他行业,130
I00007588,O0007288,P0018,其他行业,112
I00007589,O0007289,P0017,其他行业,61
I00007590,O0007290,P0019,其他行业,78
I00007591,O0007291,P0013,其他行业,67
I00007592,O0007292,P0023,其他行业,131
I00007593,O0007293,P0014,其他行业,109
I00007594,O0007294,P0021,其他行业,78
I00007595,O0007295,P0020,其他行业,134
I00007596,O0007296,P0023,其他行业,72
I00007597,O0007297,P0023,其他行业,132
I00007598,O0007298,P0024,其他行业,107
I00007599,O0007299,P0022,其他行业,114
I00007600,O0007300,P0017,其他行业,132
I00007601,O0007301,P0019,其他行业,86
I00007602,O0007302,P0020,其他行业,101
I00007603,O0007303,P0019,其他行业,99
I00007604,O0007304,P0017,其他行业,138
I00007605,O0007305,P0021,其他行业,123
I00007606,O0007306,P0018,其他行业,86
I00007607,O0007307,P0022,其他行业,118
I00007608,O0007308,P0019,其他行业,138
I00007609,O0007309,P0017,其他行业,109
I00007610,O0007310,P0018,其他行业,128
I00007611,O0007311,P0013,其他行业,68
I00007612,O0007312,P0023,其他行业,114
I00007613,O0007313,P0013,其他行业,60
I00007614,O0007314,P0023,其他行业,76
I00007615,O0007315,P0022,其他行业,86
I00007616,O0007316,P0022,其他行业,99
I00007617,O0007317,P0015,其他行业,79
I00007618,O0007318,P0017,其他行业,67
I00007619,O0007319,P0021,其他行业,62
I00007620,O0007320,P0014,其他行业,76
I00007621,O0007321,P0021,其他行业,66
I00007622,O0007322,P0013,其他行业,127
I00007623,O0007323,P0013,其他行业,99
I00007624,O0007324,P0022,其他行业,103
I00007625,O0007325,P0018,其他行业,137
I00007626,O0007326,P0024,其他行业,108
I00007627,O0007327,P0018,其他行业,106
I00007628,O0007328,P0017,其他行业,100
I00007629,O0007329,P0022,其他行业,110
I00007630,O0007330,P0024,其他行业,85
I00007631,O0007331,P0016,其他行业,82
I00007632,O0007332,P0015,其他行业,74
I00007633,O0007333,P0021,其他行业,106
I00007634,O0007334,P0015,其他行业,60
I00007635,O0007335,P0013,其他行业,113
I00007636,O0007336,P0024,其他行业,129
I00007637,O0007337,P0024,其他行业,101
I00007638,O0007338,P0018,其他行业,75
I00007639,O0007339,P0013,其他行业,77
I00007640,O0007340,P0014,其他行业,132
I00007641,O0007341,P0014,其他行业,87
I00007642,O0007342,P0019,其他行业,68
I00007643,O0007343,P0015,其他行业,96
I00007644,O0007344,P0024,其他行业,125
I00007645,O0007345,P0014,其他行业,83
I00007646,O0007346,P0021,其他行业,90
I00007647,O0007347,P0013,其他行业,61
I00007648,O0007348,P0018,其他行业,109
I00007649,O0007349,P0023,其他行业,96
I00007650,O0007350,P0020,其他行业,87
I00007651,O0007351,P0021,其他行业,91
I00007652,O0007352,P0019,其他行业,137
I00007653,O0007353,P0018,其他行业,138
I00007654,O0007354,P0020,其他行业,79
I00007655,O0007355,P0022,其他行业,124
I00007656,O0007356,P0016,其他行业,118
I00007657,O0007357,P0020,其他行业,108
I00007658,O0007358,P0021,其他行业,112
I00007659,O0007359,P0013,其他行业,68
I00007660,O0007360,P0015,其他行业,91
I00007661,O0007361,P0024,其他行业,86
I00007662,O0007362,P0020,其他行业,80
I00007663,O0007363,P0020,其他行业,139
I00007664,O0007364,P0018,其他行业,82
I00007665,O0007365,P0015,其他行业,73
I00007666,O0007366,P0022,其他行业,62
I00007667,O0007367,P0014,其他行业,87
I00007668,O0007368,P0022,其他行业,82
I00007669,O0007369,P0024,其他行业,81
I00007670,O0007370,P0013,其他行业,110
I00007671,O0007371,P0015,其他行业,62
I00007672,O0007372,P0023,其他行业,107
I00007673,O0007373,P0017,其他行业,115
I00007674,O0007374,P0021,其他行业,102
I00007675,O0007375,P0019,其他行业,83
I00007676,O0007376,P0019,其他行业,83
I00007677,O0007377,P0021,其他行业,121
I00007678,O0007378,P0022,其他行业,103
I00007679,O0007379,P0013,其他行业,77
I00007680,O0007380,P0020,其他行业,126
I00007681,O0007381,P0016,其他行业,96
I00007682,O0007382,P0021,其他行业,73
I00007683,O0007383,P0013,其他行业,121
I00007684,O0007384,P0023,其他行业,130
I00007685,O0007385,P0015,其他行业,86
I00007686,O0007386,P0022,其他行业,112
I00007687,O0007387,P0023,其他行业,139
I00007688,O0007388,P0014,其他行业,102
I00007689,O0007389,P0023,其他行业,128
I00007690,O0007390,P0016,其他行业,112
I00007691,O0007391,P0021,其他行业,59
I00007692,O0007392,P0024,其他行业,60
I00007693,O0007393,P0021,其他行业,95
I00007694,O0007394,P0023,其他行业,100
I00007695,O0007395,P0018,其他行业,87
I00007696,O0007396,P0018,其他行业,78
I00007697,O0007397,P0022,其他行业,111
I00007698,O0007398,P0018,其他行业,123
I00007699,O0007399,P0016,其他行业,108
I00007700,O0007400,P0017,其他行业,98
I00007701,O0007401,P0018,其他行业,82
I00007702,O0007402,P0024,其他行业,101
I00007703,O0007403,P0022,其他行业,119
I00007704,O0007404,P0021,其他行业,80
I00007705,O0007405,P0021,其他行业,121
I00007706,O0007406,P0017,其他行业,98
I00007707,O0007407,P0013,其他行业,77
I00007708,O0007408,P0016,其他行业,139
I00007709,O0007409,P0019,其他行业,68
I00007710,O0007410,P0016,其他行业,64
I00007711,O0007411,P0013,其他行业,132
I00007712,O0007412,P0015,其他行业,115
I00007713,O0007413,P0023,其他行业,63
I00007714,O0007414,P0013,其他行业,126
I00007715,O0007415,P0023,其他行业,64
I00007716,O0007416,P0019,其他行业,76
I00007717,O0007417,P0018,其他行业,65
I00007718,O0007418,P0017,其他行业,89
I00007719,O0007419,P0022,其他行业,107
I00007720,O0007420,P0021,其他行业,80
I00007721,O0007421,P0019,其他行业,74
I00007722,O0007422,P0022,其他行业,135
I00007723,O0007423,P0022,其他行业,83
I00007724,O0007424,P0014,其他行业,68
I00007725,O0007425,P0013,其他行业,127
I00007726,O0007426,P0023,其他行业,95
I00007727,O0007427,P0024,其他行业,81
I00007728,O0007428,P0019,其他行业,97
I00007729,O0007429,P0018,其他行业,98
I00007730,O0007430,P0020,其他行业,122
I00007731,O0007431,P0013,其他行业,137
I00007732,O0007432,P0019,其他行业,107
I00007733,O0007433,P0017,其他行业,75
I00007734,O0007434,P0020,其他行业,115
I00007735,O0007435,P0016,其他行业,88
I00007736,O0007436,P0016,其他行业,72
I00007737,O0007437,P0015,其他行业,69
I00007738,O0007438,P0014,其他行业,93
I00007739,O0007439,P0016,其他行业,125
I00007740,O0007440,P0020,其他行业,106
I00007741,O0007441,P0023,其他行业,117
I00007742,O0007442,P0021,其他行业,118
I00007743,O0007443,P0024,其他行业,121
I00007744,O0007444,P0022,其他行业,92
I00007745,O0007445,P0020,其他行业,127
I00007746,O0007446,P0013,其他行业,106
I00007747,O0007447,P0020,其他行业,99
I00007748,O0007448,P0023,其他行业,97
I00007749,O0007449,P0018,其他行业,128
I00007750,O0007450,P0018,其他行业,136
I00007751,O0007451,P0019,其他行业,114
I00007752,O0007452,P0019,其他行业,79
I00007753,O0007453,P0018,其他行业,84
I00007754,O0007454,P0021,其他行业,117
I00007755,O0007455,P0017,其他行业,98
I00007756,O0007456,P0024,其他行业,81
I00007757,O0007457,P0013,其他行业,69
I00007758,O0007458,P0018,其他行业,131
I00007759,O0007459,P0020,其他行业,136
I00007760,O0007460,P0017,其他行业,116
I00007761,O0007461,P0019,其他行业,129
I00007762,O0007462,P0021,其他行业,79
I00007763,O0007463,P0017,其他行业,83
I00007764,O0007464,P0020,其他行业,83
I00007765,O0007465,P0014,其他行业,76
I00007766,O0007466,P0022,其他行业,134
I00007767,O0007467,P0020,其他行业,101
I00007768,O0007468,P0022,其他行业,111
I00007769,O0007469,P0018,其他行业,73
I00007770,O0007470,P0019,其他行业,97
I00007771,O0007471,P0016,其他行业,131
I00007772,O0007472,P0018,其他行业,121
I00007773,O0007473,P0021,其他行业,82
I00007774,O0007474,P0014,其他行业,113
I00007775,O0007475,P0021,其他行业,116
I00007776,O0007476,P0013,其他行业,83
I00007777,O0007477,P0013,其他行业,106
I00007778,O0007478,P0014,其他行业,85
I00007779,O0007479,P0023,其他行业,115
I00007780,O0007480,P0013,其他行业,64
I00007781,O0007481,P0023,其他行业,77
I00007782,O0007482,P0024,其他行业,91
I00007783,O0007483,P0023,其他行业,138
I00007784,O0007484,P0019,其他行业,119
I00007785,O0007485,P0021,其他行业,125
I00007786,O0007486,P0017,其他行业,91
I00007787,O0007487,P0022,其他行业,127
I00007788,O0007488,P0015,其他行业,68
I00007789,O0007489,P0016,其他行业,95
I00007790,O0007490,P0024,其他行业,132
I00007791,O0007491,P0015,其他行业,77
I00007792,O0007492,P0020,其他行业,136
I00007793,O0007493,P0016,其他行业,76
I00007794,O0007494,P0013,其他行业,98
I00007795,O0007495,P0016,其他行业,60
I00007796,O0007496,P0023,其他行业,75
I00007797,O0007497,P0019,其他行业,67
I00007798,O0007498,P0022,其他行业,100
I00007799,O0007499,P0019,其他行业,94
I00007800,O0007500,P0021,其他行业,96
I00007801,O0007501,P0018,其他行业,120
I00007802,O0007502,P0018,其他行业,66
I00007803,O0007503,P0015,其他行业,75
I00007804,O0007504,P0024,其他行业,129
I00007805,O0007505,P0022,其他行业,113
I00007806,O0007506,P0018,其他行业,125
I00007807,O0007507,P0014,其他行业,86
I00007808,O0007508,P0022,其他行业,119
I00007809,O0007509,P0018,其他行业,136
I00007810,O0007510,P0016,其他行业,128
I00007811,O0007511,P0016,其他行业,85
I00007812,O0007512,P0024,其他行业,107
I00007813,O0007513,P0015,其他行业,117
I00007814,O0007514,P0023,其他行业,95
I00007815,O0007515,P0014,其他行业,112
I00007816,O0007516,P0022,其他行业,137
I00007817,O0007517,P0016,其他行业,129
I00007818,O0007518,P0018,其他行业,113
I00007819,O0007519,P0015,其他行业,135
I00007820,O0007520,P0018,其他行业,123
I00007821,O0007521,P0020,其他行业,106
I00007822,O0007522,P0024,其他行业,108
I00007823,O0007523,P0017,其他行业,78
I00007824,O0007524,P0014,其他行业,68
I00007825,O0007525,P0013,其他行业,68
I00007826,O0007526,P0021,其他行业,130
I00007827,O0007527,P0022,其他行业,101
I00007828,O0007528,P0018,其他行业,112
I00007829,O0007529,P0017,其他行业,103
I00007830,O0007530,P0023,其他行业,103
I00007831,O0007531,P0013,其他行业,70
I00007832,O0007532,P0014,其他行业,104
I00007833,O0007533,P0016,其他行业,138
I00007834,O0007534,P0019,其他行业,120
I00007835,O0007535,P0015,其他行业,68
I00007836,O0007536,P0024,其他行业,138
I00007837,O0007537,P0014,其他行业,96
I00007838,O0007538,P0015,其他行业,83
I00007839,O0007539,P0016,其他行业,121
I00007840,O0007540,P0022,其他行业,81
I00007841,O0007541,P0014,其他行业,81
I00007842,O0007542,P0021,其他行业,115
I00007843,O0007543,P0024,其他行业,103
I00007844,O0007544,P0016,其他行业,72
I00007845,O0007545,P0022,其他行业,89
I00007846,O0007546,P0018,其他行业,122
I00007847,O0007547,P0015,其他行业,135
I00007848,O0007548,P0014,其他行业,130
I00007849,O0007549,P0022,其他行业,106
I00007850,O0007550,P0024,其他行业,95
I00007851,O0007551,P0016,其他行业,123
I00007852,O0007552,P0016,其他行业,120
I00007853,O0007553,P0020,其他行业,76
I00007854,O0007554,P0017,其他行业,125
I00007855,O0007555,P0021,其他行业,86
I00007856,O0007556,P0019,其他行业,123
I00007857,O0007557,P0019,其他行业,61
I00007858,O0007558,P0016,其他行业,85
I00007859,O0007559,P0022,其他行业,68
I00007860,O0007560,P0023,其他行业,139
I00007861,O0007561,P0013,其他行业,62
I00007862,O0007562,P0024,其他行业,119
I00007863,O0007563,P0022,其他行业,90
I00007864,O0007564,P0014,其他行业,119
I00007865,O0007565,P0016,其他行业,103
I00007866,O0007566,P0013,其他行业,79
I00007867,O0007567,P0018,其他行业,92
I00007868,O0007568,P0016,其他行业,120
I00007869,O0007569,P0018,其他行业,95
I00007870,O0007570,P0013,其他行业,115
I00007871,O0007571,P0017,其他行业,103
I00007872,O0007572,P0024,其他行业,131
I00007873,O0007573,P0013,其他行业,84
I00007874,O0007574,P0015,其他行业,137
I00007875,O0007575,P0021,其他行业,83
I00007876,O0007576,P0015,其他行业,70
I00007877,O0007577,P0013,其他行业,138
I00007878,O0007578,P0021,其他行业,87
I00007879,O0007579,P0021,其他行业,124
I00007880,O0007580,P0017,其他行业,59
I00007881,O0007581,P0018,其他行业,95
I00007882,O0007582,P0017,其他行业,98
I00007883,O0007583,P0018,其他行业,98
I00007884,O0007584,P0017,其他行业,103
I00007885,O0007585,P0016,其他行业,75
I00007886,O0007586,P0018,其他行业,97
I00007887,O0007587,P0020,其他行业,116
I00007888,O0007588,P0015,其他行业,85
I00007889,O0007589,P0023,其他行业,66
I00007890,O0007590,P0018,其他行业,122
I00007891,O0007591,P0019,其他行业,133
I00007892,O0007592,P0018,其他行业,105
I00007893,O0007593,P0017,其他行业,132
I00007894,O0007594,P0013,其他行业,111
I00007895,O0007595,P0013,其他行业,65
I00007896,O0007596,P0019,其他行业,119
I00007897,O0007597,P0015,其他行业,117
I00007898,O0007598,P0014,其他行业,131
I00007899,O0007599,P0020,其他行业,85
I00007900,O0007600,P0024,其他行业,123
I00007901,O0007601,P0017,其他行业,96
I00007902,O0007602,P0023,其他行业,71
I00007903,O0007603,P0022,其他行业,78
I00007904,O0007604,P0017,其他行业,78
I00007905,O0007605,P0014,其他行业,75
I00007906,O0007606,P0016,其他行业,75
I00007907,O0007607,P0016,其他行业,95
I00007908,O0007608,P0017,其他行业,129
I00007909,O0007609,P0022,其他行业,109
I00007910,O0007610,P0014,其他行业,81
I00007911,O0007611,P0016,其他行业,101
I00007912,O0007612,P0023,其他行业,114
I00007913,O0007613,P0019,其他行业,116
I00007914,O0007614,P0023,其他行业,78
I00007915,O0007615,P0019,其他行业,93
I00007916,O0007616,P0015,其他行业,87
I00007917,O0007617,P0018,其他行业,118
I00007918,O0007618,P0015,其他行业,100
I00007919,O0007619,P0016,其他行业,115
I00007920,O0007620,P0021,其他行业,75
I00007921,O0007621,P0018,其他行业,85
I00007922,O0007622,P0021,其他行业,90
I00007923,O0007623,P0023,其他行业,139
I00007924,O0007624,P0022,其他行业,126
I00007925,O0007625,P0014,其他行业,67
I00007926,O0007626,P0024,其他行业,85
I00007927,O0007627,P0013,其他行业,79
I00007928,O0007628,P0018,其他行业,67
I00007929,O0007629,P0021,其他行业,126
I00007930,O0007630,P0021,其他行业,90
I00007931,O0007631,P0016,其他行业,67
I00007932,O0007632,P0020,其他行业,132
I00007933,O0007633,P0013,其他行业,125
I00007934,O0007634,P0020,其他行业,75
I00007935,O0007635,P0020,其他行业,82
I00007936,O0007636,P0024,其他行业,81
I00007937,O0007637,P0020,其他行业,130
I00007938,O0007638,P0015,其他行业,82
I00007939,O0007639,P0021,其他行业,139
I00007940,O0007640,P0024,其他行业,74
I00007941,O0007641,P0024,其他行业,129
I00007942,O0007642,P0023,其他行业,134
I00007943,O0007643,P0015,其他行业,111
I00007944,O0007644,P0020,其他行业,120
I00007945,O0007645,P0014,其他行业,95
I00007946,O0007646,P0014,其他行业,80
I00007947,O0007647,P0023,其他行业,69
I00007948,O0007648,P0017,其他行业,73
I00007949,O0007649,P0022,其他行业,132
I00007950,O0007650,P0016,其他行业,113
I00007951,O0007651,P0018,其他行业,93
I00007952,O0007652,P0013,其他行业,91
I00007953,O0007653,P0014,其他行业,65
I00007954,O0007654,P0015,其他行业,75
I00007955,O0007655,P0017,其他行业,65
I00007956,O0007656,P0024,其他行业,73
I00007957,O0007657,P0023,其他行业,131
I00007958,O0007658,P0024,其他行业,75
I00007959,O0007659,P0023,其他行业,59
I00007960,O0007660,P0024,其他行业,89
I00007961,O0007661,P0022,其他行业,120
I00007962,O0007662,P0017,其他行业,88
I00007963,O0007663,P0023,其他行业,88
I00007964,O0007664,P0013,其他行业,64
I00007965,O0007665,P0013,其他行业,96
I00007966,O0007666,P0016,其他行业,81
I00007967,O0007667,P0019,其他行业,115
I00007968,O0007668,P0023,其他行业,107
I00007969,O0007669,P0013,其他行业,85
I00007970,O0007670,P0014,其他行业,108
I00007971,O0007671,P0019,其他行业,137
I00007972,O0007672,P0013,其他行业,81
I00007973,O0007673,P0018,其他行业,94
I00007974,O0007674,P0021,其他行业,126
I00007975,O0007675,P0023,其他行业,63
I00007976,O0007676,P0015,其他行业,94
I00007977,O0007677,P0014,其他行业,78
I00007978,O0007678,P0020,其他行业,126
I00007979,O0007679,P0024,其他行业,110
I00007980,O0007680,P0022,其他行业,80
I00007981,O0007681,P0016,其他行业,82
I00007982,O0007682,P0016,其他行业,134
I00007983,O0007683,P0019,其他行业,94
I00007984,O0007684,P0016,其他行业,115
I00007985,O0007685,P0022,其他行业,113
I00007986,O0007686,P0019,其他行业,107
I00007987,O0007687,P0023,其他行业,107
I00007988,O0007688,P0013,其他行业,65
I00007989,O0007689,P0016,其他行业,81
I00007990,O0007690,P0022,其他行业,116
I00007991,O0007691,P0019,其他行业,69
I00007992,O0007692,P0024,其他行业,94
I00007993,O0007693,P0018,其他行业,104
I00007994,O0007694,P0021,其他行业,120
I00007995,O0007695,P0020,其他行业,59
I00007996,O0007696,P0022,其他行业,113
I00007997,O0007697,P0015,其他行业,101
I00007998,O0007698,P0021,其他行业,130
I00007999,O0007699,P0019,其他行业,69
I00008000,O0007700,P0016,其他行业,60
I00008001,O0007701,P0018,其他行业,136
I00008002,O0007702,P0016,其他行业,131
I00008003,O0007703,P0023,其他行业,112
I00008004,O0007704,P0023,其他行业,85
I00008005,O0007705,P0021,其他行业,69
I00008006,O0007706,P0019,其他行业,95
I00008007,O0007707,P0023,其他行业,65
I00008008,O0007708,P0020,其他行业,104
I00008009,O0007709,P0024,其他行业,96
I00008010,O0007710,P0021,其他行业,80
I00008011,O0007711,P0015,其他行业,100
I00008012,O0007712,P0022,其他行业,83
I00008013,O0007713,P0013,其他行业,120
I00008014,O0007714,P0013,其他行业,128
I00008015,O0007715,P0020,其他行业,121
I00008016,O0007716,P0014,其他行业,63
I00008017,O0007717,P0018,其他行业,136
I00008018,O0007718,P0023,其他行业,77
I00008019,O0007719,P0016,其他行业,119
I00008020,O0007720,P0013,其他行业,109
I00008021,O0007721,P0020,其他行业,89
I00008022,O0007722,P0018,其他行业,131
I00008023,O0007723,P0024,其他行业,83
I00008024,O0007724,P0015,其他行业,85
I00008025,O0007725,P0023,其他行业,79
I00008026,O0007726,P0024,其他行业,97
I00008027,O0007727,P0014,其他行业,82
I00008028,O0007728,P0023,其他行业,123
I00008029,O0007729,P0013,其他行业,107
I00008030,O0007730,P0024,其他行业,130
I00008031,O0007731,P0013,其他行业,129
I00008032,O0007732,P0019,其他行业,84
I00008033,O0007733,P0023,其他行业,97
I00008034,O0007734,P0017,其他行业,89
I00008035,O0007735,P0020,其他行业,132
I00008036,O0007736,P0023,其他行业,69
I00008037,O0007737,P0020,其他行业,64
I00008038,O0007738,P0013,其他行业,75
I00008039,O0007739,P0020,其他行业,90
I00008040,O0007740,P0015,其他行业,129
I00008041,O0007741,P0017,其他行业,128
I00008042,O0007742,P0013,其他行业,60
I00008043,O0007743,P0014,其他行业,97
I00008044,O0007744,P0018,其他行业,110
I00008045,O0007745,P0014,其他行业,134
I00008046,O0007746,P0022,其他行业,96
I00008047,O0007747,P0019,其他行业,129
I00008048,O0007748,P0016,其他行业,105
I00008049,O0007749,P0018,其他行业,63
I00008050,O0007750,P0024,其他行业,116
I00008051,O0007751,P0015,其他行业,68
I00008052,O0007752,P0020,其他行业,90
I00008053,O0007753,P0022,其他行业,106
I00008054,O0007754,P0017,其他行业,80
I00008055,O0007755,P0024,其他行业,107
I00008056,O0007756,P0020,其他行业,126
I00008057,O0007757,P0024,其他行业,112
I00008058,O0007758,P0016,其他行业,79
I00008059,O0007759,P0014,其他行业,129
I00008060,O0007760,P0020,其他行业,73
I00008061,O0007761,P0016,其他行业,71
I00008062,O0007762,P0013,其他行业,136
I00008063,O0007763,P0019,其他行业,134
I00008064,O0007764,P0023,其他行业,122
I00008065,O0007765,P0016,其他行业,74
I00008066,O0007766,P0014,其他行业,97
I00008067,O0007767,P0023,其他行业,83
I00008068,O0007768,P0022,其他行业,138
I00008069,O0007769,P0015,其他行业,68
I00008070,O0007770,P0021,其他行业,74
I00008071,O0007771,P0017,其他行业,59
I00008072,O0007772,P0014,其他行业,74
I00008073,O0007773,P0020,其他行业,81
I00008074,O0007774,P0017,其他行业,80
I00008075,O0007775,P0021,其他行业,94
I00008076,O0007776,P0021,其他行业,134
I00008077,O0007777,P0014,其他行业,67
I00008078,O0007778,P0024,其他行业,126
I00008079,O0007779,P0018,其他行业,62
I00008080,O0007780,P0020,其他行业,79
I00008081,O0007781,P0017,其他行业,116
I00008082,O0007782,P0019,其他行业,114
I00008083,O0007783,P0022,其他行业,139
I00008084,O0007784,P0014,其他行业,102
I00008085,O0007785,P0018,其他行业,99
I00008086,O0007786,P0015,其他行业,135
I00008087,O0007787,P0019,其他行业,132
I00008088,O0007788,P0013,其他行业,108
I00008089,O0007789,P0017,其他行业,81
I00008090,O0007790,P0023,其他行业,61
I00008091,O0007791,P0022,其他行业,129
I00008092,O0007792,P0015,其他行业,121
I00008093,O0007793,P0017,其他行业,60
I00008094,O0007794,P0013,其他行业,76
I00008095,O0007795,P0024,其他行业,96
I00008096,O0007796,P0023,其他行业,139
I00008097,O0007797,P0022,其他行业,131
I00008098,O0007798,P0023,其他行业,63
I00008099,O0007799,P0013,其他行业,70
I00008100,O0007800,P0017,其他行业,93
I00008101,O0007801,P0016,其他行业,79
I00008102,O0007802,P0021,其他行业,112
I00008103,O0007803,P0019,其他行业,129
I00008104,O0007804,P0014,其他行业,96
I00008105,O0007805,P0019,其他行业,121
I00008106,O0007806,P0019,其他行业,68
I00008107,O0007807,P0017,其他行业,59
I00008108,O0007808,P0015,其他行业,81
I00008109,O0007809,P0023,其他行业,75
I00008110,O0007810,P0020,其他行业,90
I00008111,O0007811,P0023,其他行业,99
I00008112,O0007812,P0017,其他行业,131
I00008113,O0007813,P0022,其他行业,102
I00008114,O0007814,P0020,其他行业,138
I00008115,O0007815,P0019,其他行业,95
I00008116,O0007816,P0016,其他行业,75
I00008117,O0007817,P0017,其他行业,91
I00008118,O0007818,P0015,其他行业,133
I00008119,O0007819,P0015,其他行业,73
I00008120,O0007820,P0024,其他行业,139
I00008121,O0007821,P0016,其他行业,88
I00008122,O0007822,P0014,其他行业,67
I00008123,O0007823,P0015,其他行业,100
I00008124,O0007824,P0021,其他行业,67
I00008125,O0007825,P0019,其他行业,80
I00008126,O0007826,P0022,其他行业,82
I00008127,O0007827,P0022,其他行业,76
I00008128,O0007828,P0023,其他行业,116
I00008129,O0007829,P0023,其他行业,104
I00008130,O0007830,P0024,其他行业,89
I00008131,O0007831,P0016,其他行业,86
I00008132,O0007832,P0022,其他行业,92
I00008133,O0007833,P0017,其他行业,103
I00008134,O0007834,P0020,其他行业,90
I00008135,O0007835,P0020,其他行业,62
I00008136,O0007836,P0024,其他行业,90
I00008137,O0007837,P0020,其他行业,129
I00008138,O0007838,P0018,其他行业,118
I00008139,O0007839,P0013,其他行业,76
I00008140,O0007840,P0021,其他行业,82
I00008141,O0007841,P0014,其他行业,80
I00008142,O0007842,P0020,其他行业,93
I00008143,O0007843,P0015,其他行业,108
I00008144,O0007844,P0021,其他行业,90
I00008145,O0007845,P0019,其他行业,74
I00008146,O0007846,P0013,其他行业,61
I00008147,O0007847,P0021,其他行业,75
I00008148,O0007848,P0020,其他行业,108
I00008149,O0007849,P0024,其他行业,98
I00008150,O0007850,P0020,其他行业,98
I00008151,O0007851,P0023,其他行业,93
I00008152,O0007852,P0016,其他行业,114
I00008153,O0007853,P0019,其他行业,83
I00008154,O0007854,P0019,其他行业,115
I00008155,O0007855,P0014,其他行业,109
I00008156,O0007856,P0015,其他行业,64
I00008157,O0007857,P0022,其他行业,95
I00008158,O0007858,P0017,其他行业,73
I00008159,O0007859,P0017,其他行业,124
I00008160,O0007860,P0020,其他行业,130
I00008161,O0007861,P0014,其他行业,93
I00008162,O0007862,P0019,其他行业,117
I00008163,O0007863,P0017,其他行业,93
I00008164,O0007864,P0019,其他行业,66
I00008165,O0007865,P0020,其他行业,65
I00008166,O0007866,P0014,其他行业,78
I00008167,O0007867,P0024,其他行业,65
I00008168,O0007868,P0016,其他行业,81
I00008169,O0007869,P0020,其他行业,124
I00008170,O0007870,P0023,其他行业,103
I00008171,O0007871,P0022,其他行业,78
I00008172,O0007872,P0019,其他行业,136
I00008173,O0007873,P0022,其他行业,113
I00008174,O0007874,P0019,其他行业,63
I00008175,O0007875,P0015,其他行业,78
I00008176,O0007876,P0018,其他行业,124
I00008177,O0007877,P0017,其他行业,62
I00008178,O0007878,P0017,其他行业,72
I00008179,O0007879,P0021,其他行业,102
I00008180,O0007880,P0017,其他行业,77
I00008181,O0007881,P0013,其他行业,134
I00008182,O0007882,P0022,其他行业,132
I00008183,O0007883,P0020,其他行业,83
I00008184,O0007884,P0019,其他行业,133
I00008185,O0007885,P0015,其他行业,113
I00008186,O0007886,P0014,其他行业,100
I00008187,O0007887,P0023,其他行业,111
I00008188,O0007888,P0014,其他行业,132
I00008189,O0007889,P0015,其他行业,103
I00008190,O0007890,P0023,其他行业,103
I00008191,O0007891,P0013,其他行业,125
I00008192,O0007892,P0021,其他行业,61
I00008193,O0007893,P0016,其他行业,60
I00008194,O0007894,P0014,其他行业,88
I00008195,O0007895,P0014,其他行业,92
I00008196,O0007896,P0024,其他行业,71
I00008197,O0007897,P0016,其他行业,90
I00008198,O0007898,P0022,其他行业,117
I00008199,O0007899,P0016,其他行业,123
I00008200,O0007900,P0024,其他行业,115
I00008201,O0007901,P0013,其他行业,91
I00008202,O0007902,P0013,其他行业,120
I00008203,O0007903,P0014,其他行业,77
I00008204,O0007904,P0018,其他行业,82
I00008205,O0007905,P0015,其他行业,67
I00008206,O0007906,P0017,其他行业,84
I00008207,O0007907,P0014,其他行业,117
I00008208,O0007908,P0017,其他行业,117
I00008209,O0007909,P0022,其他行业,128
I00008210,O0007910,P0018,其他行业,68
I00008211,O0007911,P0023,其他行业,105
I00008212,O0007912,P0019,其他行业,124
I00008213,O0007913,P0021,其他行业,74
I00008214,O0007914,P0013,其他行业,80
I00008215,O0007915,P0014,其他行业,101
I00008216,O0007916,P0020,其他行业,84
I00008217,O0007917,P0024,其他行业,133
